44,MITCHELL,1987,39.9,19.19,83.09
45,ROBERTS,2203,14.53,0.31,23.84
46,CARTER,1958,43.89,27.64,122.53
47,PHILLIPS,1518,33.26,16.51,78.77
48,EVANS,1755,43.06,27.75,83.81
49,TURNER,1431,24.67,31.84,146.51
50,TORRES,2197,42.74,31.17,173.91000000000003
51,PARKER,1887,36.31,42.31,81.62
52,COLLINS,1634,9.27,17.06,43.33
53,EDWARDS,1970,38.63,4.5600000000000005,122.19
54,STEWART,2242,49.2,14.69,81.89
55,FLORES,1778,30.74,37.14,127.88
56,MORRIS,1581,3.18,40.4,84.58
57,NGUYEN,1490,38.94,42.96,171.9
58,MURPHY,1582,15.19,38.74,139.93
59,RIVERA,1977,15.41,23.81,88.22
60,COOK,1534,13.44,46.44,100.88
61,ROGERS,2290,0.13,44.82,87.95
62,MORGAN,1827,49.22,33.79,119.00999999999999
63,PETERSON,2142,24.72,22.49,98.21
64,COOPER,1717,4.14,19.06,42.2
65,REED,2290,3.68,35.71,87.39
66,BAILEY,2079,41.62,8.52,92.14
67,BELL,1539,8.58,36.17,82.75
68,GOMEZ,2181,45.68,15.78,118.46000000000001
69,KELLY,1940,31.05,5.73,120.78
70,HOWARD,2268,33.01,18.79,144.79999999999998
71,WARD,1967,34.69,28.68,155.37
72,COX,1410,4.04,1.72,46.76
73,DIAZ,1410,36.23,24.78,75.00999999999999
74,RICHARDSON,2123,45.17,0.3,132.47000000000003
75,WOOD,1630,23.79,16.92,109.71
76,WATSON,1730,26.51,20.5,123.01
77,BROOKS,2281,3.65,32.43,40.08
78,BENNETT,2173,8.08,7.67,56.75
79,GRAY,2260,39.8,20.33,133.13
80,JAMES,1705,15.61,25.52,132.13
81,REYES,1511,41.52,0.33,134.85000000000002
82,CRUZ,1842,10.05,42.63,81.68
83,HUGHES,2236,47.88,24.26,131.14
84,PRICE,2026,10.46,11.78,100.24000000000001
85,MYERS,1426,17.06,31.08,124.14
86,LONG,1759,48.75,38.18,172.93
87,FOSTER,2241,29.9,7.5,114.4
88,SANDERS,1535,49.95,7.22,133.17000000000002
89,ROSS,1713,24.2,15.94,51.14
90,MORALES,1480,13.2,48.14,85.34
91,POWELL,2229,3.41,22.47,38.879999999999995
92,SULLIVAN,2276,46.26,30.63,82.89
93,RUSSELL,2064,41.97,7.15,64.12
94,ORTIZ,1462,20.43,40.67,101.1
95,JENKINS,2068,37.29,23.29,146.57999999999998
96,GUTIERREZ,1830,3.92,31.44,132.36
97,PERRY,1707,23.28,20.56,52.84
98,BUTLER,1427,45.63,41.18,158.81
99,BARNES,1856,50.58,3.09,102.67
100,FISHER,1829,41.0,50.62,130.62
101,HENDERSON,2021,19.28,14.01,69.29
102,COLEMAN,2133,10.17,36.38,91.55000000000001
103,SIMMONS,1901,28.52,0.41,91.92999999999999
104,PATTERSON,2202,5.14,42.77,50.910000000000004
105,JORDAN,1426,3.86,37.88,44.74
106,REYNOLDS,1545,6.99,27.24,79.23
107,HAMILTON,1536,20.89,33.36,84.25
108,GRAHAM,1750,11.9,12.5,59.4
109,KIM,1753,9.9,15.3,114.2
110,GONZALES,1474,33.07,4.6,129.67
111,ALEXANDER,2142,9.85,9.04,112.88999999999999
112,RAMOS,1671,9.62,20.29,36.91
113,WALLACE,2032,29.81,41.71,155.52
114,GRIFFIN,2162,38.62,37.85,91.47
115,WEST,2244,22.24,5.16,86.39999999999999
116,COLE,1830,33.28,17.02,95.3
117,HAYES,2100,49.11,30.99,167.10000000000002
118,CHAVEZ,2242,12.41,9.87,32.28
119,GIBSON,1800,8.96,10.45,52.41
120,BRYANT,1432,1.56,46.29,62.849999999999994
121,ELLIS,1937,25.25,41.35,158.6
122,STEVENS,1537,48.43,40.61,158.04000000000002
123,MURRAY,1984,25.58,45.05,155.63
124,FORD,2043,39.8,14.61,68.41
125,MARSHALL,1617,8.32,22.79,74.11
126,OWENS,1854,30.85,43.21,138.06
127,MCDONALD,2096,45.41,39.3,136.70999999999998
128,HARRISON,2118,31.13,15.91,147.04
129,RUIZ,1495,25.04,26.06,105.1
130,KENNEDY,1749,49.76,34.23,165.98999999999998
131,WELLS,2205,35.83,1.49,76.32
132,ALVAREZ,1634,41.86,34.23,81.09
133,WOODS,2139,16.76,2.02,108.78
134,MENDOZA,1740,45.98,41.57,160.54999999999998
135,CASTILLO,1658,31.21,19.05,89.26
136,OLSON,2228,28.1,19.3,95.39999999999999
137,WEBB,2073,27.26,6.51,63.77
138,WASHINGTON,2169,19.8,37.59,92.39
139,TUCKER,1949,48.86,29.15,96.00999999999999
140,FREEMAN,1661,44.42,3.9,134.32000000000002
141,BURNS,1525,27.65,33.31,155.96
142,HENRY,1612,16.94,41.28,140.22
143,VASQUEZ,2017,12.92,29.42,100.34
144,SNYDER,1894,37.93,39.3,139.23000000000002
145,SIMPSON,2123,10.01,16.65,122.66
146,CRAWFORD,1751,44.88,38.64,102.52000000000001
147,JIMENEZ,2069,15.61,36.7,93.31
148,PORTER,1593,29.13,11.4,55.529999999999994
149,MASON,2134,49.0,11.45,136.45
150,SHAW,2224,38.22,11.48,52.7
151,GORDON,1468,34.37,18.52,99.89
152,WAGNER,1597,32.91,42.39,124.3
153,HUNTER,1965,3.88,32.95,125.83
154,ROMERO,1926,12.67,29.28,107.95
155,HICKS,2154,40.19,22.47,67.66
156,DIXON,1474,1.5899999999999999,43.03,62.620000000000005
157,HUNT,1789,20.96,42.93,162.89000000000001
158,PALMER,2080,15.63,28.91,99.53999999999999
159,ROBERTSON,2050,11.52,45.83,65.35
160,BLACK,1844,30.46,42.56,137.02
161,HOLMES,1422,50.81,16.38,119.19
162,STONE,1923,30.11,29.76,139.87
163,MEYER,1657,44.46,11.11,147.57
164,BOYD,1738,21.17,16.79,100.96000000000001
165,MILLS,1846,24.06,13.23,124.29
166,WARREN,2079,29.7,1.58,95.28
167,FOX,1684,26.67,43.34,161.01
168,ROSE,2043,50.96,39.92,183.88
169,RICE,1687,44.76,11.86,123.61999999999999
170,MORENO,1809,44.75,38.12,127.87
171,SCHMIDT,1648,46.27,28.22,96.49000000000001
172,PATEL,1830,43.42,26.71,83.13
173,FERGUSON,1718,42.52,3.55,54.07
174,NICHOLS,2156,45.68,15.64,148.32
175,HERRERA,2022,44.74,16.47,94.21000000000001
176,MEDINA,1880,43.09,34.91,154.0
177,RYAN,2046,33.59,35.16,139.75
178,FERNANDEZ,1705,14.46,49.76,85.22
179,WEAVER,2185,41.96,34.56,127.52000000000001
180,DANIELS,2012,11.42,42.42,109.84
181,STEPHENS,1950,34.23,4.9,76.13
182,GARDNER,1579,34.32,38.46,118.78
183,PAYNE,1905,42.81,13.49,98.3
184,KELLEY,1930,28.09,42.98,95.07
185,DUNN,1554,7.2,31.88,100.08
186,PIERCE,2190,40.61,3.43,63.04
187,ARNOLD,1772,3.51,37.67,65.18
188,TRAN,1896,4.1,12.57,75.67
189,SPENCER,2006,17.94,26.98,113.92
190,PETERS,1870,26.12,13.53,108.65
191,HAWKINS,1788,49.11,23.25,159.36
192,GRANT,1615,4.14,0.11,13.25
193,HANSEN,1944,50.56,18.99,84.55
194,CASTRO,1486,41.54,4.98,127.52
195,HOFFMAN,2201,18.73,17.96,90.69
196,HART,2235,26.37,41.38,155.75
197,ELLIOTT,1546,9.47,29.58,99.05
198,CUNNINGHAM,1999,45.18,7.35,53.53
199,KNIGHT,1905,22.98,50.4,110.38
200,BRADLEY,1999,13.27,21.42,75.69
201,CARROLL,1869,31.79,48.42,152.20999999999998
202,HUDSON,1826,24.53,36.48,105.00999999999999
203,DUNCAN,1458,44.52,24.95,154.47
204,ARMSTRONG,2044,15.74,30.51,83.25
205,BERRY,1680,4.79,0.63,76.42
206,ANDREWS,2144,29.15,23.37,126.52000000000001
207,JOHNSTON,2019,2.22,11.41,61.629999999999995
208,RAY,2169,30.85,3.14,64.99
209,LANE,1530,2.41,29.37,55.78
210,RILEY,1558,7.45,40.26,67.71
211,CARPENTER,1485,38.01,38.17,156.18
212,PERKINS,1723,50.06,14.06,132.12
213,AGUILAR,1927,10.48,0.47,20.95
214,SILVA,1696,14.79,7.78,49.57
215,RICHARDS,2108,32.56,13.9,123.46000000000001
216,WILLIS,1796,8.76,2.92,61.68
217,MATTHEWS,2014,22.04,30.82,74.86
218,CHAPMAN,2048,41.33,32.97,147.3
219,LAWRENCE,2291,48.34,26.76,123.10000000000001
220,GARZA,1591,46.8,45.37,153.17
221,VARGAS,1715,17.51,39.55,80.06
222,WATKINS,1870,32.46,12.43,107.89000000000001
223,WHEELER,2181,46.67,36.62,103.28999999999999
224,LARSON,1996,46.16,31.36,83.52
225,CARLSON,1473,9.78,18.27,32.05
226,HARPER,1997,11.47,44.51,79.97999999999999
227,GEORGE,1663,6.21,18.91,42.120000000000005
228,GREENE,1874,34.86,35.67,79.53
229,BURKE,1417,29.88,1.05,102.92999999999999
230,GUZMAN,2266,35.95,24.72,110.67
231,MORRISON,1955,48.03,10.49,86.52
232,MUNOZ,1721,35.13,49.06,99.19
233,JACOBS,1767,9.98,1.56,46.540000000000006
234,OBRIEN,2005,13.61,0.57,27.18
235,LAWSON,1425,16.59,21.83,46.42
236,FRANKLIN,1429,11.85,8.17,114.02
237,LYNCH,2294,2.08,46.06,65.14
238,BISHOP,2102,11.14,39.66,113.8
239,CARR,1651,47.22,6.96,118.17999999999999
240,SALAZAR,2154,41.82,10.91,93.72999999999999
241,AUSTIN,2296,29.29,22.08,73.37
242,MENDEZ,1602,22.41,34.5,121.91
243,GILBERT,2125,1.56,4.03,68.59
244,JENSEN,1833,43.88,36.1,152.98
245,WILLIAMSON,2064,10.83,3.7800000000000002,46.61
246,MONTGOMERY,1404,43.46,13.0,83.46000000000001
247,HARVEY,2130,8.44,1.21,15.649999999999999
248,OLIVER,2127,27.79,3.0,122.78999999999999
249,HOWELL,1595,30.11,2.05,62.16
250,DEAN,2226,47.11,19.8,80.91
251,HANSON,2248,4.42,30.03,46.45
252,WEBER,1515,36.76,0.83,61.589999999999996
253,GARRETT,1871,33.96,25.74,99.7
254,SIMS,2218,48.19,49.37,101.56
255,BURTON,2262,16.13,45.32,124.44999999999999
256,FULLER,1998,4.21,45.5,111.71
257,SOTO,2083,36.83,47.87,86.69999999999999
258,MCCOY,2300,47.68,21.77,120.45
259,WELCH,1980,31.44,42.79,123.22999999999999
260,CHEN,1532,10.64,20.48,85.12
261,SCHULTZ,1880,44.38,13.0,86.38
262,WALTERS,1741,2.7199999999999998,44.07,98.78999999999999
263,REID,1657,20.12,17.83,124.95
264,FIELDS,1852,24.81,24.25,121.06
265,WALSH,1990,0.9,28.11,128.01
266,LITTLE,1540,41.89,30.66,162.54999999999998
267,FOWLER,1662,40.32,49.11,171.43
268,BOWMAN,1893,2.35,50.67,88.02000000000001
269,DAVIDSON,2294,8.68,39.45,83.13
270,MAY,1997,22.11,38.35,122.46000000000001
271,DAY,1473,3.2800000000000002,9.1,77.38
272,SCHNEIDER,1501,40.54,49.86,100.4
273,NEWMAN,2086,24.46,3.73,128.19
274,BREWER,1407,16.94,22.89,80.83
275,LUCAS,2293,49.93,27.63,101.56
276,HOLLAND,1706,20.33,13.64,52.97
277,WONG,2061,4.9399999999999995,33.0,111.94
278,BANKS,1669,29.15,37.9,160.05
279,SANTOS,1541,25.92,39.62,134.54
280,CURTIS,2299,33.72,7.72,133.44
281,PEARSON,1990,13.54,13.97,76.51
282,DELGADO,1844,47.67,7.79,111.46000000000001
283,VALDEZ,2163,21.59,50.58,161.17000000000002
284,PENA,1893,9.2,23.84,90.04
285,RIOS,1873,50.85,23.87,174.72
286,DOUGLAS,1975,39.0,0.25,71.25
287,SANDOVAL,1520,21.46,5.01,66.47
288,BARRETT,1577,19.1,4.26,117.36
289,HOPKINS,1807,35.21,22.79,110.0
290,KELLER,1748,32.49,15.62,127.11000000000001
291,GUERRERO,2145,4.71,3.21,87.91999999999999
292,STANLEY,1491,22.47,21.01,99.48
293,BATES,2124,29.13,12.41,136.54
294,ALVARADO,1513,6.9,30.43,88.33
295,BECK,2241,15.94,14.96,62.9
296,ORTEGA,1775,5.5,19.88,76.38
297,WADE,1641,44.19,30.0,93.19
298,ESTRADA,1418,50.99,0.34,71.33000000000001
299,CONTRERAS,2125,0.39,23.58,37.97
300,BARNETT,1496,47.67,1.03,86.7
301,CALDWELL,1992,39.84,18.68,91.52000000000001
302,SANTIAGO,2299,31.62,44.59,168.21
303,LAMBERT,1712,21.52,46.38,121.9
304,POWERS,1966,21.85,3.3,36.15
305,CHAMBERS,2082,34.84,14.19,133.03
306,NUNEZ,1494,1.94,4.14,8.08
307,CRAIG,1752,28.42,14.54,141.96
308,LEONARD,2103,20.72,9.6,68.32
309,LOWE,1523,38.2,3.69,67.89
310,RHODES,1939,4.35,9.99,34.34
311,BYRD,1990,24.36,22.88,113.24
312,GREGORY,1408,28.87,8.94,75.81
313,SHELTON,1477,27.1,34.6,93.7
314,FRAZIER,2011,14.99,3.05,67.04
315,BECKER,1884,50.42,16.82,89.24000000000001
316,MALDONADO,1964,50.4,7.68,144.08
317,FLEMING,2152,15.0,0.3,96.3
318,VEGA,1416,24.63,50.31,95.94
319,SUTTON,2201,24.63,29.01,76.64
320,COHEN,2144,26.95,42.3,122.25
321,JENNINGS,1945,13.88,50.83,155.70999999999998
322,PARKS,1747,40.42,4.06,80.48
323,MCDANIEL,1522,31.31,29.96,80.27000000000001
324,WATTS,1919,9.35,12.88,60.230000000000004
325,BARKER,1634,48.79,44.68,99.47
326,NORRIS,2229,31.9,22.73,95.63000000000001
327,VAUGHN,1670,9.66,8.53,112.19
328,VAZQUEZ,2023,31.44,7.55,126.99
329,HOLT,2172,9.72,3.9,42.62
330,SCHWARTZ,1789,5.57,20.29,77.86
331,STEELE,1509,37.25,1.1400000000000001,71.39
332,BENSON,2120,22.2,31.48,59.68
333,NEAL,1738,1.26,46.81,118.07000000000001
334,DOMINGUEZ,1916,28.46,3.6,114.06
335,HORTON,1478,9.13,32.79,113.91999999999999
336,TERRY,2047,12.66,30.16,101.82
337,WOLFE,1695,35.52,24.28,72.80000000000001
338,HALE,1806,10.4,18.43,71.83
339,LYONS,1604,33.33,10.14,63.47
340,GRAVES,1674,41.1,1.22,118.32
341,HAYNES,2096,26.63,27.23,71.86
342,MILES,1897,38.23,48.17,135.39999999999998
343,PARK,1653,16.68,20.97,130.65
344,WARNER,1557,2.82,22.82,69.64
345,PADILLA,1747,6.21,31.83,52.04
346,BUSH,1757,38.33,40.39,153.72
347,THORNTON,1461,30.46,13.61,70.07
348,MCCARTHY,2081,12.06,15.67,90.73
349,MANN,1486,43.54,0.72,114.25999999999999
350,ZIMMERMAN,1734,3.17,22.76,73.93
351,ERICKSON,1917,5.54,25.48,63.019999999999996
352,FLETCHER,2037,40.14,19.15,153.29
353,MCKINNEY,2200,44.35,5.53,77.88
354,PAGE,1660,17.01,37.2,140.21
355,DAWSON,1872,32.62,39.75,157.37
356,JOSEPH,1757,7.58,22.68,100.25999999999999
357,MARQUEZ,1753,27.87,0.32,62.190000000000005
358,REEVES,1647,6.05,28.66,100.71
359,KLEIN,1940,26.13,43.54,115.66999999999999
360,ESPINOZA,2154,43.98,14.55,146.53
361,BALDWIN,1664,12.69,28.53,126.22
362,MORAN,1931,33.52,47.19,141.71
363,LOVE,1848,47.57,30.81,178.38
364,ROBBINS,1870,35.83,41.07,153.9
365,HIGGINS,1837,34.94,46.72,156.66
366,BALL,2227,3.01,29.78,56.79
367,CORTEZ,2142,22.83,40.85,117.68
368,LE,2212,40.72,42.44,125.16
369,GRIFFITH,2093,48.18,41.93,118.11000000000001
370,BOWEN,2050,3.61,37.84,120.45
371,SHARP,2215,42.71,6.42,119.13000000000001
372,CUMMINGS,1404,3.58,10.95,84.53
373,RAMSEY,1555,11.43,9.85,39.28
374,HARDY,1931,21.42,7.29,50.71
375,SWANSON,1832,46.67,21.75,135.42000000000002
376,BARBER,1923,31.18,49.84,133.02
377,ACOSTA,1439,30.03,5.15,61.18
378,LUNA,2204,37.74,28.07,129.81
379,CHANDLER,2117,1.83,5.57,98.4
380,BLAIR,2038,34.58,24.73,68.31
381,DANIEL,1904,7.87,30.0,118.87
382,CROSS,1875,8.45,19.22,108.67
383,SIMON,2136,20.23,45.92,151.15
384,DENNIS,1838,27.67,26.55,149.22
385,OCONNOR,1529,40.99,41.71,163.70000000000002
386,QUINN,2240,19.04,5.41,106.44999999999999
387,GROSS,1949,42.17,2.91,50.08
388,NAVARRO,1977,33.47,32.34,83.81
389,MOSS,2225,30.74,29.15,102.88999999999999
390,FITZGERALD,1552,32.67,37.69,142.36
391,DOYLE,2273,32.49,5.47,44.96
392,MCLAUGHLIN,1957,40.73,0.92,68.64999999999999
393,ROJAS,2195,40.3,19.9,70.19999999999999
394,RODGERS,1571,7.49,38.95,49.440000000000005
395,STEVENSON,2165,10.03,19.4,116.43
396,SINGH,1843,38.87,25.6,137.47
397,YANG,2170,12.2,24.28,42.480000000000004
398,FIGUEROA,2061,23.55,11.6,92.14999999999999
399,HARMON,2089,27.26,18.75,54.010000000000005
400,NEWTON,2038,14.01,48.0,133.01
401,PAUL,1467,40.97,5.03,129.0
402,MANNING,1915,3.31,45.05,78.36
403,GARNER,1563,31.49,20.78,91.27
404,MCGEE,1936,7.9,41.73,54.629999999999995
405,REESE,1665,40.59,9.95,92.54
406,FRANCIS,1911,4.5600000000000005,20.25,113.81
407,BURGESS,1718,4.2,27.76,91.96000000000001
408,ADKINS,2070,17.76,18.02,53.78
409,GOODMAN,1645,14.82,6.36,30.18
410,CURRY,1629,47.72,47.53,145.25
411,BRADY,1889,41.04,8.24,120.27999999999999
412,CHRISTENSEN,2035,31.97,32.04,135.01
413,POTTER,1521,1.8199999999999998,49.29,65.11
414,WALTON,1576,11.36,1.79,38.15
415,GOODWIN,1582,42.39,15.26,122.65
416,MULLINS,1948,39.17,49.45,188.62
417,MOLINA,2283,22.3,42.04,148.34
418,WEBSTER,1685,45.96,12.8,122.76
419,FISCHER,1867,8.09,43.87,111.96000000000001
420,CAMPOS,1585,4.07,37.27,88.34
421,AVILA,1655,34.73,7.89,129.61999999999998
422,SHERMAN,1686,49.87,40.43,155.3
423,TODD,1472,2.38,7.57,109.94999999999999
424,CHANG,1862,22.22,26.49,98.71
425,BLAKE,2251,40.9,15.1,149.0
426,MALONE,2191,10.39,40.88,51.27
427,WOLF,1815,0.55,37.19,81.74
428,HODGES,1908,29.51,36.91,129.42000000000002
429,JUAREZ,1757,25.08,10.01,96.09
430,GILL,1973,44.14,50.35,175.49
431,FARMER,1978,42.32,7.43,54.75
432,HINES,2151,3.51,38.07,74.58
433,GALLAGHER,1981,28.32,49.89,130.20999999999998
434,DURAN,1853,23.66,6.8100000000000005,32.47
435,HUBBARD,1584,16.69,6.36,65.05
436,CANNON,2193,28.33,4.34,123.67
437,MIRANDA,2286,29.5,27.14,146.64
438,WANG,1540,13.7,12.45,40.15
439,SAUNDERS,2151,36.4,5.12,122.52000000000001
440,TATE,1601,18.7,30.66,82.36
441,MACK,2191,27.92,25.05,70.97
442,HAMMOND,2049,4.76,41.06,83.82
443,CARRILLO,1702,23.44,8.65,110.09
444,TOWNSEND,2175,38.22,37.74,150.96
445,WISE,1775,11.77,23.09,35.86
446,INGRAM,1955,27.06,45.44,79.5
447,BARTON,1728,46.56,4.78,114.34
448,MEJIA,1487,24.3,11.03,55.33
449,AYALA,1663,5.86,17.95,82.81
450,SCHROEDER,1688,17.54,19.08,54.62
451,HAMPTON,1948,19.37,18.48,80.85000000000001
452,ROWE,2288,25.82,21.12,138.94
453,PARSONS,1476,11.59,33.98,54.56999999999999
454,FRANK,1766,27.2,33.66,94.86
455,WATERS,2170,14.02,0.4,28.419999999999998
456,STRICKLAND,2084,41.77,12.83,134.60000000000002
457,OSBORNE,1583,18.12,41.84,86.96000000000001
458,MAXWELL,2057,38.56,1.97,61.53
459,CHAN,1927,16.1,4.29,68.39
460,DELEON,2072,12.39,12.43,121.82
461,NORMAN,1836,30.3,24.81,103.11
462,HARRINGTON,2290,6.59,10.82,17.41
463,CASEY,1855,18.85,41.72,116.57
464,PATTON,1630,48.17,0.07,138.24
465,LOGAN,2003,16.44,50.32,83.75999999999999
466,BOWERS,1468,17.08,50.03,90.11
467,MUELLER,1903,12.8,4.57,50.37
468,GLOVER,1521,30.69,28.47,71.16
469,FLOYD,1771,8.67,3.79,65.46000000000001
470,HARTMAN,2083,42.91,3.9,109.81
471,BUCHANAN,1703,38.92,42.32,178.24
472,COBB,2077,46.92,6.13,114.05
473,FRENCH,2174,12.15,21.95,120.10000000000001
474,KRAMER,2145,37.17,14.26,141.43
475,MCCORMICK,2247,50.89,14.27,84.16
476,CLARKE,1831,10.37,38.68,66.05
477,TYLER,1665,5.33,9.87,64.2
478,GIBBS,1696,26.94,12.56,136.5
479,MOODY,2081,22.47,39.69,123.16
480,CONNER,1844,20.92,34.97,72.89
481,SPARKS,2283,37.08,35.86,118.94
482,MCGUIRE,2233,44.51,19.54,87.04999999999998
483,LEON,2158,32.87,44.89,154.76
484,BAUER,1927,5.72,26.95,47.67
485,NORTON,2250,5.26,5.98,35.239999999999995
486,POPE,1539,47.1,32.48,120.57999999999998
487,FLYNN,1747,44.05,20.07,113.12
488,HOGAN,2126,2.22,8.29,15.51
489,ROBLES,2283,20.31,46.69,98.0
490,SALINAS,1477,21.12,48.16,133.28
491,YATES,1631,16.31,16.26,131.57
492,LINDSEY,1784,22.6,0.37,38.97
493,LLOYD,1434,45.73,34.39,154.12
494,MARSH,1817,21.97,6.65,56.62
495,MCBRIDE,1683,49.45,10.61,116.06
496,OWEN,1635,50.54,6.83,100.36999999999999
497,SOLIS,2235,0.61,15.38,33.99
498,PHAM,2120,11.73,47.35,154.08
499,LANG,1906,46.97,3.95,82.92
500,PRATT,1962,22.75,21.27,60.019999999999996
501,LARA,1579,22.76,50.84,167.60000000000002
502,BROCK,1749,18.64,42.54,134.18
503,BALLARD,1851,11.59,32.86,72.45
504,TRUJILLO,2068,37.9,38.02,84.92
505,SHAFFER,1868,45.0,38.12,156.12
506,DRAKE,1996,32.21,2.4699999999999998,98.68
507,ROMAN,2095,1.56,27.45,70.01
508,AGUIRRE,2235,46.68,9.45,120.13000000000001
509,MORTON,1923,2.62,14.71,69.33
510,STOKES,1675,39.12,17.33,145.45
511,LAMB,1448,33.3,47.62,160.92
512,PACHECO,1912,8.73,12.69,95.42
513,PATRICK,1400,5.31,15.42,49.730000000000004
514,COCHRAN,1631,46.14,37.72,117.86
515,SHEPHERD,2129,29.68,37.23,80.91
516,CAIN,1889,28.53,14.9,116.43
517,BURNETT,2110,13.53,33.2,54.730000000000004
518,HESS,1572,35.82,22.86,128.68
519,LI,1690,18.09,44.53,148.62
520,CERVANTES,1416,35.23,3.39,72.61999999999999
521,OLSEN,1780,39.97,37.87,114.84
522,BRIGGS,1933,0.01,50.98,54.989999999999995
523,OCHOA,1430,50.96,34.78,183.74
524,CABRERA,1740,9.56,13.91,54.47
525,VELASQUEZ,1554,29.14,3.9,66.04
526,MONTOYA,1506,47.89,9.49,102.38
527,ROTH,2197,34.02,36.25,72.27000000000001
528,MEYERS,1782,49.47,28.4,104.87
529,CARDENAS,1686,11.64,22.96,38.6
530,FUENTES,1535,19.62,36.7,76.32000000000001
531,WEISS,2294,37.96,41.12,157.08
532,HOOVER,2232,46.23,0.51,47.739999999999995
533,WILKINS,1532,11.68,19.97,33.65
534,NICHOLSON,1494,38.55,39.22,115.77
535,UNDERWOOD,1762,38.91,24.39,68.3
536,SHORT,1962,0.79,43.49,125.28
537,CARSON,1907,22.46,16.67,128.13
538,MORROW,2189,26.85,13.31,135.16
539,COLON,2254,25.16,30.12,65.28
540,HOLLOWAY,1649,34.1,7.46,98.55999999999999
541,SUMMERS,1836,11.1,48.99,64.09
542,BRYAN,1838,3.52,18.26,44.78
543,PETERSEN,1940,2.1,12.21,61.31
544,MCKENZIE,1916,37.78,4.9,43.68
545,SERRANO,2063,14.59,17.1,34.69
546,WILCOX,2293,14.35,18.96,55.31
547,CAREY,1495,47.1,35.49,123.59
548,CLAYTON,1518,1.65,2.98,73.63000000000001
549,POOLE,2296,39.1,40.77,170.87
550,CALDERON,1404,7.4,29.5,64.9
551,GALLEGOS,2079,33.0,28.74,62.739999999999995
552,GREER,2097,38.14,38.0,127.14
553,RIVAS,2141,27.03,33.95,64.98
554,GUERRA,1700,47.95,7.13,153.07999999999998
555,DECKER,1665,18.27,14.77,128.04
556,COLLIER,1533,26.32,35.85,121.16999999999999
557,WALL,1857,31.17,32.85,136.02
558,WHITAKER,1459,29.07,24.49,113.55999999999999
559,BASS,1472,17.5,7.14,28.64
560,FLOWERS,1953,8.34,25.06,55.4
561,DAVENPORT,1694,10.56,31.97,128.53
562,CONLEY,1714,9.98,1.8199999999999998,48.800000000000004
563,HOUSTON,1755,40.58,49.84,177.42000000000002
564,HUFF,1922,1.51,1.22,27.73
565,COPELAND,1589,17.96,4.43,114.39000000000001
566,HOOD,1783,41.04,44.75,100.78999999999999
567,MONROE,1663,3.67,3.33,49.0
568,MASSEY,1791,40.98,32.95,87.93
569,ROBERSON,2195,5.52,10.14,57.66
570,COMBS,2115,3.09,35.36,108.45
571,FRANCO,2063,49.64,0.64,113.28
572,LARSEN,1425,40.45,49.66,92.11
573,PITTMAN,2197,17.46,40.97,124.43
574,RANDALL,1515,25.5,24.5,123.0
575,SKINNER,1899,28.85,44.65,131.5
576,WILKINSON,1413,26.17,19.95,113.12
577,KIRBY,1668,0.5,19.04,81.53999999999999
578,CAMERON,1642,44.01,44.1,167.10999999999999
579,BRIDGES,2287,45.03,17.88,85.91
580,ANTHONY,2033,45.37,33.98,125.35
